homeId,awayId,homeScore,awayScore,matchResults,matchAction,gameStartTime
883,1710,59,81,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
883,195,88,70,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
883,1466,68,74,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1798,883,74,78,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
1492,883,97,68,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
625,883,89,90,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
331,883,65,52,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
44,883,61,69,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1499,883,69,64,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1437,883,81,77,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1753,883,72,82,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
883,1415,58,65,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
883,1480,63,78,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
883,1328,80,105,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
44,883,81,70,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1499,883,59,39,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1437,883,89,71,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1753,883,66,74,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
883,1415,100,78,WIN,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1523,885,88,83,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
853,885,83,72,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
885,1149,57,69,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
885,1189,65,67,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
885,913,82,58,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
916,885,108,52,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
51,885,84,59,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1523,885,72,74,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
853,885,78,74,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
885,1149,72,83,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
885,1189,61,80,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
885,913,84,65,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1782,886,62,83,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
886,1701,85,32,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
886,1809,68,42,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
886,1126,87,99,LOSS,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
17,886,65,91,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
1115,886,68,71,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
46,886,68,89,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
886,1595,72,83,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
886,1203,56,78,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1485,886,92,94,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1552,886,67,74,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1569,886,57,71,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1118,886,0,0,FORFEIT,DISABLED,2022-07-15T03:00:00.000+00:00
886,1553,0,0,FORFEIT,DISABLED,2022-07-14T19:00:00.000+00:00
886,1595,0,0,FORFEIT,DISABLED,2022-07-14T03:00:00.000+00:00
886,1203,0,0,FORFEIT,DISABLED,2022-07-13T19:00:00.000+00:00
1485,886,0,0,FORFEIT,DISABLED,2022-07-13T03:00:00.000+00:00
1552,886,0,0,FORFEIT,DISABLED,2022-07-12T19:00:00.000+00:00
1569,886,51,82,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1118,886,78,70,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
886,1540,54,84,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
886,1526,85,98,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
886,155,64,87,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
886,254,68,64,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
886,1793,79,77,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
886,1223,72,64,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
886,1567,49,69,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
886,1540,56,62,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
886,1526,65,91,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
886,155,67,79,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
886,254,57,72,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
886,1793,61,53,WIN,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
1195,886,65,61,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
249,886,113,67,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
40,886,90,75,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
67,886,82,89,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
886,213,77,75,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
886,1421,66,71,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
886,1087,64,93,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1195,886,0,0,FORFEIT,DISABLED,2022-06-29T19:00:00.000+00:00
249,886,80,72,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
40,886,86,82,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
67,886,75,76,WIN,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
886,213,90,73,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1684,887,0,0,FORFEIT,DISABLED,2022-07-08T19:00:00.000+00:00
994,887,0,0,FORFEIT,DISABLED,2022-07-08T03:00:00.000+00:00
887,1747,0,0,FORFEIT,DISABLED,2022-07-07T19:00:00.000+00:00
887,1411,0,0,FORFEIT,DISABLED,2022-07-07T03:00:00.000+00:00
887,397,0,0,FORFEIT,DISABLED,2022-07-06T19:00:00.000+00:00
370,887,0,0,FORFEIT,DISABLED,2022-07-06T03:00:00.000+00:00
735,887,0,0,FORFEIT,DISABLED,2022-07-05T19:00:00.000+00:00
1684,887,73,72,LOSS,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
994,887,85,73,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
511,887,65,67,WIN,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
730,887,86,78,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
118,887,59,46,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1453,887,74,80,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
887,1041,86,72,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
887,188,91,59,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
887,49,73,75,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
511,887,58,104,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
730,887,74,99,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
118,887,79,81,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1453,887,95,74,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
887,1041,88,87,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1483,893,60,69,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
461,893,86,79,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
1923,893,72,83,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
893,1484,87,74,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
893,77,96,78,WIN,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
893,348,69,66,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1476,893,67,93,WIN,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
1471,893,55,92,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
551,893,60,83,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1438,893,92,69,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
893,67,72,104,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
893,1144,78,81,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
893,379,91,74,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
893,364,93,87,WIN,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1454,893,69,78,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1471,893,61,74,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
551,893,45,80,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1438,893,77,91,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
893,67,66,97,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
893,1203,59,67,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
893,143,73,77,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
45,893,80,72,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1524,893,74,72,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
67,893,77,57,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1604,893,64,72,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
893,1091,68,70,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
893,461,88,76,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
893,1203,64,74,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
893,143,77,68,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1507,893,73,67,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
546,893,107,63,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1592,893,50,68,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
893,941,80,79,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
893,1120,71,90,LOSS,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
893,364,71,88,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
69,893,96,81,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1507,893,83,65,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
546,893,74,69,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1592,893,58,66,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
893,941,60,98,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
893,1120,74,72,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1370,896,71,96,WIN,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
1100,896,75,65,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1976,896,56,77,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
896,1960,78,88,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
896,1303,77,92,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
896,1195,75,96,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1184,896,90,82,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
1370,896,69,72,WIN,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
1100,896,79,60,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1976,896,39,68,WIN,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
896,1960,63,77,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
896,1303,63,64,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
896,1195,71,103,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
436,896,94,74,LOSS,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
380,896,65,62,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1187,896,59,69,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
896,267,53,79,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
896,149,71,63,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
896,1758,64,81,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
1399,896,70,62,LOSS,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
436,896,82,53,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
380,896,65,77,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1187,896,74,54,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
896,267,75,73,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
896,149,58,65,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
36,896,78,55,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
192,896,82,71,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
1587,896,90,54,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
212,896,81,61,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
896,1169,84,73,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
896,1600,0,0,WIN,DISABLED,2022-06-30T19:00:00.000+00:00
896,1196,62,61,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
36,896,91,73,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
192,896,77,79,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
1587,896,82,89,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
212,896,80,82,WIN,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
896,1169,86,80,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
90,1464,94,84,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
90,1598,93,75,WIN,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
90,1200,74,77,LOSS,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
90,1593,91,82,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
90,111,75,84,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
90,1540,66,60,WIN,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
90,1589,78,83,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
90,322,71,88,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
961,90,64,72,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1415,90,73,78,WIN,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
23,90,66,69,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
397,90,77,73,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
90,1752,50,74,LOSS,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
90,508,72,86,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
90,322,96,97,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
961,90,85,79,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
1415,90,79,68,LOSS,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
23,90,113,93,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
397,90,67,60,LOSS,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
90,1752,71,77,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
90,946,82,69,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
90,1766,94,104,LOSS,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
90,1794,105,93,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1324,90,106,69,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
152,90,62,73,WIN,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
980,90,46,69,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
306,90,89,90,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
90,946,72,96,LOSS,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
90,1766,62,60,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
90,1794,75,57,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1324,90,87,89,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
152,90,66,65,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
90,1556,72,77,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
147,90,89,79,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
314,90,58,61,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
418,90,58,57,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1252,90,57,70,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
90,366,67,75,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
90,1520,81,86,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
90,1556,58,69,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
147,90,65,66,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
314,90,61,87,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
418,90,49,53,WIN,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1252,90,46,80,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
907,1809,60,33,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1456,907,94,100,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
1303,907,70,102,WIN,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
1092,907,83,57,LOSS,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
40,907,86,66,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
907,1473,78,81,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
907,1527,79,68,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
907,1809,74,45,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
1456,907,82,81,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1303,907,76,66,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1092,907,57,59,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
40,907,66,68,WIN,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
907,367,0,0,WIN,DISABLED,2022-07-03T17:00:00.000+00:00
907,1081,78,90,LOSS,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
907,388,61,66,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
1499,907,65,68,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
1085,907,69,82,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
243,907,80,83,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
37,907,89,96,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
907,367,68,58,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
907,1081,82,86,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
907,388,98,95,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
1499,907,84,70,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
1085,907,74,83,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
1483,912,83,75,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
1156,912,60,65,WIN,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
912,466,63,69,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
912,38,64,71,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
912,263,60,77,LOSS,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
43,912,77,80,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1461,912,66,74,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
1483,912,58,73,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
1156,912,76,55,LOSS,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
912,466,78,81,LOSS,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
912,38,78,77,WIN,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
912,263,53,65,LOSS,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
913,1903,69,55,WIN,GAME SUMMARY,2022-07-21T19:00:00.000+00:00
913,54,65,79,LOSS,GAME SUMMARY,2022-07-21T03:00:00.000+00:00
913,1758,78,50,WIN,GAME SUMMARY,2022-07-20T19:00:00.000+00:00
233,913,45,51,WIN,GAME SUMMARY,2022-07-20T03:00:00.000+00:00
1198,913,82,76,LOSS,GAME SUMMARY,2022-07-19T19:00:00.000+00:00
352,913,68,58,LOSS,GAME SUMMARY,2022-07-19T03:00:00.000+00:00
1815,913,89,57,LOSS,GAME SUMMARY,2022-07-18T19:00:00.000+00:00
187,913,86,55,LOSS,GAME SUMMARY,2022-07-17T17:00:00.000+00:00
765,913,68,65,LOSS,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
913,1231,69,80,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
913,1675,66,72,LOSS,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
913,152,63,57,WIN,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
1975,913,37,42,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
1520,913,75,61,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
187,913,67,63,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
765,913,52,60,WIN,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
913,1231,70,75,LOSS,GAME SUMMARY,2022-07-13T03:00:00.000+00:00
913,1675,81,75,WIN,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
913,152,76,54,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1975,913,48,64,WIN,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
913,1523,87,75,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
913,1564,66,47,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
502,913,62,57,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
194,913,59,73,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
1754,913,0,0,WIN,DISABLED,2022-07-08T03:00:00.000+00:00
1717,913,80,70,LOSS,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
913,1539,70,55,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
913,1523,88,74,WIN,GAME SUMMARY,2022-07-06T19:00:00.000+00:00
913,1564,62,61,WIN,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
502,913,46,48,WIN,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
194,913,65,69,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
1754,913,64,61,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
913,853,59,76,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
913,1149,60,49,WIN,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
913,1189,58,60,LOSS,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
916,913,73,61,LOSS,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
885,913,82,58,LOSS,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
51,913,57,52,LOSS,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
1523,913,65,56,LOSS,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
913,853,73,66,WIN,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
913,1149,76,70,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
913,1189,73,69,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
916,913,63,56,LOSS,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
885,913,84,65,LOSS,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
92,916,60,72,WIN,GAME SUMMARY,2022-07-16T19:00:00.000+00:00
1455,916,84,78,LOSS,GAME SUMMARY,2022-07-16T17:00:00.000+00:00
1122,916,71,76,WIN,GAME SUMMARY,2022-07-16T03:00:00.000+00:00
1225,916,91,68,LOSS,GAME SUMMARY,2022-07-15T19:00:00.000+00:00
916,1204,104,67,WIN,GAME SUMMARY,2022-07-15T03:00:00.000+00:00
916,1197,81,83,LOSS,GAME SUMMARY,2022-07-14T19:00:00.000+00:00
916,1213,68,76,LOSS,GAME SUMMARY,2022-07-14T03:00:00.000+00:00
916,1404,79,86,LOSS,GAME SUMMARY,2022-07-13T19:00:00.000+00:00
92,916,83,69,LOSS,GAME SUMMARY,2022-07-12T19:00:00.000+00:00
1455,916,80,105,WIN,GAME SUMMARY,2022-07-12T03:00:00.000+00:00
1122,916,111,63,LOSS,GAME SUMMARY,2022-07-11T19:00:00.000+00:00
1081,916,72,96,WIN,GAME SUMMARY,2022-07-10T17:00:00.000+00:00
1213,916,75,79,WIN,GAME SUMMARY,2022-07-09T17:00:00.000+00:00
388,916,70,54,LOSS,GAME SUMMARY,2022-07-09T03:00:00.000+00:00
916,456,77,69,WIN,GAME SUMMARY,2022-07-08T19:00:00.000+00:00
916,1069,87,88,LOSS,GAME SUMMARY,2022-07-08T03:00:00.000+00:00
916,1380,73,72,WIN,GAME SUMMARY,2022-07-07T19:00:00.000+00:00
916,1191,73,62,WIN,GAME SUMMARY,2022-07-07T03:00:00.000+00:00
31,916,68,54,LOSS,GAME SUMMARY,2022-07-06T03:00:00.000+00:00
1081,916,84,64,LOSS,GAME SUMMARY,2022-07-05T19:00:00.000+00:00
1213,916,75,79,WIN,GAME SUMMARY,2022-07-05T03:00:00.000+00:00
388,916,84,73,LOSS,GAME SUMMARY,2022-07-04T19:00:00.000+00:00
916,51,72,77,LOSS,GAME SUMMARY,2022-07-03T17:00:00.000+00:00
916,1189,64,50,WIN,GAME SUMMARY,2022-07-02T17:00:00.000+00:00
916,1523,75,62,WIN,GAME SUMMARY,2022-07-02T03:00:00.000+00:00
916,913,73,61,WIN,GAME SUMMARY,2022-07-01T19:00:00.000+00:00
916,853,73,64,WIN,GAME SUMMARY,2022-07-01T03:00:00.000+00:00
916,885,108,52,WIN,GAME SUMMARY,2022-06-30T19:00:00.000+00:00
916,1149,68,65,WIN,GAME SUMMARY,2022-06-30T03:00:00.000+00:00
916,51,81,90,LOSS,GAME SUMMARY,2022-06-29T19:00:00.000+00:00
916,1189,84,57,WIN,GAME SUMMARY,2022-06-29T03:00:00.000+00:00
916,1523,97,75,WIN,GAME SUMMARY,2022-06-28T19:00:00.000+00:00
916,913,63,56,WIN,GAME SUMMARY,2022-06-28T03:00:00.000+00:00
916,853,81,76,WIN,GAME SUMMARY,2022-06-27T19:00:00.000+00:00
